asin,title,link,image,rating,review_count,price,delivery
B07TWN55VV,"Roxio Easy VHS to DVD 3 Plus | VHS, Hi8, V8 Video to DVD or Digital Converter | Amazon Exclusive 2 Bonus DVDs [Windows Disc]",https://www.amazon.com/Digital-Converter-Amazon-Exclusive-Windows/dp/B07TWN55VV/ref=sr_1_11?dib=eyJ2IjoiMSJ9.28FRflhOkRPygJw5iTDApRSNsRi3WYgdt9FH_lB2Z8H9qMDP21Vc1Y5L1L0rHl4yGsU2bQfWX6cxffJXLGfnVkf3vvXjfo4zVMMdkjwD6DvcCt7gBd6uDw2H5g-zn2oyWXFCx9WcZWN2luEiZ52ZtspAcAJAkmhFjKhY8XOoLAjvj39A0QGBN2yXUiaRaln5KxUWO2ja-SW_ix-h-bfwuNUp43qBhm63sKBZPO1p8_U.TgTKHU7KnXaXciT23hTTJNbUzy6f2dllDt3GvrQz1Go&dib_tag=se&qid=1748434465&s=software&sr=1-11&srs=16225008011,https://m.media-amazon.com/images/I/71Vo5Zbv1oL._AC_UY218_.jpg,3.8 out of 5 stars,"3,761",$48.04,Delivery Jun 30 - Jul 16
B07QLYWQRQ,"Norton 360 Deluxe 2025, Antivirus software for 5 Devices with Auto Renewal - Includes VPN, PC Cloud Backup & Dark Web Monitoring [Key Card]",https://www.amazon.com/Symantec-Antivirus-software-Devices-Renewal/dp/B07QLYWQRQ/ref=sr_1_12?dib=eyJ2IjoiMSJ9.28FRflhOkRPygJw5iTDApRSNsRi3WYgdt9FH_lB2Z8H9qMDP21Vc1Y5L1L0rHl4yGsU2bQfWX6cxffJXLGfnVkf3vvXjfo4zVMMdkjwD6DvcCt7gBd6uDw2H5g-zn2oyWXFCx9WcZWN2luEiZ52ZtspAcAJAkmhFjKhY8XOoLAjvj39A0QGBN2yXUiaRaln5KxUWO2ja-SW_ix-h-bfwuNUp43qBhm63sKBZPO1p8_U.TgTKHU7KnXaXciT23hTTJNbUzy6f2dllDt3GvrQz1Go&dib_tag=se&qid=1748434465&s=software&sr=1-12&srs=16225008011,https://m.media-amazon.com/images/I/71ANSYyAWvL._AC_UY218_.jpg,4.1 out of 5 stars,"4,481",$28.70,N/A
B0CGMMK9C6,"Quicken Classic Deluxe, Personal Finance Software - Take control of your finances - 1 Year Subscription (Windows/Mac) [Key Card]",https://www.amazon.com/Quicken-Classic-Personal-Finance-Software/dp/B0CGMMK9C6/ref=sr_1_13?dib=eyJ2IjoiMSJ9.28FRflhOkRPygJw5iTDApRSNsRi3WYgdt9FH_lB2Z8H9qMDP21Vc1Y5L1L0rHl4yGsU2bQfWX6cxffJXLGfnVkf3vvXjfo4zVMMdkjwD6DvcCt7gBd6uDw2H5g-zn2oyWXFCx9WcZWN2luEiZ52ZtspAcAJAkmhFjKhY8XOoLAjvj39A0QGBN2yXUiaRaln5KxUWO2ja-SW_ix-h-bfwuNUp43qBhm63sKBZPO1p8_U.TgTKHU7KnXaXciT23hTTJNbUzy6f2dllDt3GvrQz1Go&dib_tag=se&qid=1748434465&s=software&sr=1-13&srs=16225008011,https://m.media-amazon.com/images/I/61zP2gorNwL._AC_UY218_.jpg,4.2 out of 5 stars,233,N/A,N/A
B001JD8J8W,Synology IP Camera License Pack for 4 (CLP4),https://www.amazon.com/Synology-Camera-License-Pack-CLP4/dp/B001JD8J8W/ref=sr_1_14?dib=eyJ2IjoiMSJ9.28FRflhOkRPygJw5iTDApRSNsRi3WYgdt9FH_lB2Z8H9qMDP21Vc1Y5L1L0rHl4yGsU2bQfWX6cxffJXLGfnVkf3vvXjfo4zVMMdkjwD6DvcCt7gBd6uDw2H5g-zn2oyWXFCx9WcZWN2luEiZ52ZtspAcAJAkmhFjKhY8XOoLAjvj39A0QGBN2yXUiaRaln5KxUWO2ja-SW_ix-h-bfwuNUp43qBhm63sKBZPO1p8_U.TgTKHU7KnXaXciT23hTTJNbUzy6f2dllDt3GvrQz1Go&dib_tag=se&qid=1748434465&s=software&sr=1-14&srs=16225008011,https://m.media-amazon.com/images/I/41--sAyULfL._AC_UY218_.jpg,4.6 out of 5 stars,691,$219.93,N/A
B001MJ0JAO,Synology IP Camera License Pack for 1 (CLP1),https://www.amazon.com/Synology-Camera-License-Pack-CLP1/dp/B001MJ0JAO/ref=sr_1_15?dib=eyJ2IjoiMSJ9.28FRflhOkRPygJw5iTDApRSNsRi3WYgdt9FH_lB2Z8H9qMDP21Vc1Y5L1L0rHl4yGsU2bQfWX6cxffJXLGfnVkf3vvXjfo4zVMMdkjwD6DvcCt7gBd6uDw2H5g-zn2oyWXFCx9WcZWN2luEiZ52ZtspAcAJAkmhFjKhY8XOoLAjvj39A0QGBN2yXUiaRaln5KxUWO2ja-SW_ix-h-bfwuNUp43qBhm63sKBZPO1p8_U.TgTKHU7KnXaXciT23hTTJNbUzy6f2dllDt3GvrQz1Go&dib_tag=se&qid=1748434465&s=software&sr=1-15&srs=16225008011,https://m.media-amazon.com/images/I/511b6iPtylL._AC_UY218_.jpg,4.4 out of 5 stars,"1,194",$57.26,Delivery Jun 30 - Jul 16
B0BJ9N5RMP,"Tech-Shop-pro Reinstall USB with key For Windows 11 Pro Version 32/64 bit. Recover, Restore, Repair Boot Disc, and Install to Factory Default Fast and easy",https://www.amazon.com/Tech-Shop-pro-Reinstall-Windows-Version-Recover/dp/B0BJ9N5RMP/ref=sr_1_16?dib=eyJ2IjoiMSJ9.28FRflhOkRPygJw5iTDApRSNsRi3WYgdt9FH_lB2Z8H9qMDP21Vc1Y5L1L0rHl4yGsU2bQfWX6cxffJXLGfnVkf3vvXjfo4zVMMdkjwD6DvcCt7gBd6uDw2H5g-zn2oyWXFCx9WcZWN2luEiZ52ZtspAcAJAkmhFjKhY8XOoLAjvj39A0QGBN2yXUiaRaln5KxUWO2ja-SW_ix-h-bfwuNUp43qBhm63sKBZPO1p8_U.TgTKHU7KnXaXciT23hTTJNbUzy6f2dllDt3GvrQz1Go&dib_tag=se&qid=1748434465&s=software&sr=1-16&srs=16225008011,https://m.media-amazon.com/images/I/71o2cLW+ZOL._AC_UY218_.jpg,3.7 out of 5 stars,89,$59.00,Delivery Jun 30 - Jul 16
B07RS7XV5D,Corel Easy CD & DVD Burning 2 | Disc Burner & Video Capture [PC Disc],https://www.amazon.com/Corel-Roxio-Easy-DVD-Burning/dp/B07RS7XV5D/ref=sr_1_17?dib=eyJ2IjoiMSJ9.dJYZ04cV9_v-bJzaM46ADUjwvLKl5EtjPwslNQtaUMDUB9T9HgpMLOJLoDL6HdMWhnSN5QU2J97pZxMP_By7oEpn0-RMrJRMOi3hCqnsfdcetPjp-WjIC3j0PanzFwgZmeHQPYlm52NOtZBk6BppPDoooWBnnv-pvRf7gAC6Z5TfZybQ10z1LxMD8LlQzwP56kIMZqc1uV6FtR6Stdw4GmY9vLx2qI9AXaxlg_Esmeo.ri4XMh2cK3ShMjcm8_erxw8r5J9yUglgZs95PdG8GaA&dib_tag=se&qid=1748434472&s=software&sr=1-17&srs=16225008011&xpid=EqFDzypNPiQe_,https://m.media-amazon.com/images/I/71DjNLyzK7L._AC_UY218_.jpg,4.0 out of 5 stars,"2,033",$14.99,Delivery Jun 30 - Jul 16
B0CK7FN7DD,"PC-TECH Compatible with Windows 10 Professional 64 Bit USB With Key. Factory fresh, Recover, Repair and Restore. Key code and USB install Included. Fix PC, Laptop and Desktop. Free Technical Support",https://www.amazon.com/Compatible-Profesional-Included-Desktop-Technical/dp/B0CK7FN7DD/ref=sr_1_18?dib=eyJ2IjoiMSJ9.dJYZ04cV9_v-bJzaM46ADUjwvLKl5EtjPwslNQtaUMDUB9T9HgpMLOJLoDL6HdMWhnSN5QU2J97pZxMP_By7oEpn0-RMrJRMOi3hCqnsfdcetPjp-WjIC3j0PanzFwgZmeHQPYlm52NOtZBk6BppPDoooWBnnv-pvRf7gAC6Z5TfZybQ10z1LxMD8LlQzwP56kIMZqc1uV6FtR6Stdw4GmY9vLx2qI9AXaxlg_Esmeo.ri4XMh2cK3ShMjcm8_erxw8r5J9yUglgZs95PdG8GaA&dib_tag=se&qid=1748434472&s=software&sr=1-18&srs=16225008011&xpid=EqFDzypNPiQe_,https://m.media-amazon.com/images/I/81X5ex2cPnL._AC_UY218_.jpg,4.2 out of 5 stars,150,$59.89,Delivery Jun 30 - Jul 16
B0CRVSWNKR,"TrulyOffice 2024 Family Lifetime License for Windows | 4 in 1 All Access TrulyOffice Suite | Words, Sheets, Slides, and Cloud | 5 Users | Physical Activation Card",https://www.amazon.com/TrulyOffice-Family-Lifetime-License-Windows/dp/B0CRVSWNKR/ref=sr_1_19?dib=eyJ2IjoiMSJ9.dJYZ04cV9_v-bJzaM46ADUjwvLKl5EtjPwslNQtaUMDUB9T9HgpMLOJLoDL6HdMWhnSN5QU2J97pZxMP_By7oEpn0-RMrJRMOi3hCqnsfdcetPjp-WjIC3j0PanzFwgZmeHQPYlm52NOtZBk6BppPDoooWBnnv-pvRf7gAC6Z5TfZybQ10z1LxMD8LlQzwP56kIMZqc1uV6FtR6Stdw4GmY9vLx2qI9AXaxlg_Esmeo.ri4XMh2cK3ShMjcm8_erxw8r5J9yUglgZs95PdG8GaA&dib_tag=se&qid=1748434472&s=software&sr=1-19&srs=16225008011&xpid=EqFDzypNPiQe_,https://m.media-amazon.com/images/I/71RlVIq332L._AC_UY218_.jpg,3.7 out of 5 stars,116,$69.99,Delivery Jun 30 - Jul 16
B07YWKYZWD,PDF Extra Lifetime - Professional PDF Editor - Best Adobe Acrobat Pro Alternative - Lifetime License for Windows PC,https://www.amazon.com/PDF-Extra-2020-Professional-Subscription/dp/B07YWKYZWD/ref=sr_1_20?dib=eyJ2IjoiMSJ9.dJYZ04cV9_v-bJzaM46ADUjwvLKl5EtjPwslNQtaUMDUB9T9HgpMLOJLoDL6HdMWhnSN5QU2J97pZxMP_By7oEpn0-RMrJRMOi3hCqnsfdcetPjp-WjIC3j0PanzFwgZmeHQPYlm52NOtZBk6BppPDoooWBnnv-pvRf7gAC6Z5TfZybQ10z1LxMD8LlQzwP56kIMZqc1uV6FtR6Stdw4GmY9vLx2qI9AXaxlg_Esmeo.ri4XMh2cK3ShMjcm8_erxw8r5J9yUglgZs95PdG8GaA&dib_tag=se&qid=1748434472&s=software&sr=1-20&srs=16225008011&xpid=EqFDzypNPiQe_,https://m.media-amazon.com/images/I/61JLg+27OSL._AC_UY218_.jpg,4.0 out of 5 stars,236,$99.99,N/A
3959828241,"Office Suite 2025 Special Edition for Windows 11-10-8-7-Vista-XP | PC Software and 1.000 New Fonts | Alternative to Microsoft Office | Compatible with Word, Excel and PowerPoint",https://www.amazon.com/10-8-7-Vista-XP-Alternative-Microsoft-Compatible-PowerPoint/dp/3959828241/ref=sr_1_21?dib=eyJ2IjoiMSJ9.dJYZ04cV9_v-bJzaM46ADUjwvLKl5EtjPwslNQtaUMDUB9T9HgpMLOJLoDL6HdMWhnSN5QU2J97pZxMP_By7oEpn0-RMrJRMOi3hCqnsfdcetPjp-WjIC3j0PanzFwgZmeHQPYlm52NOtZBk6BppPDoooWBnnv-pvRf7gAC6Z5TfZybQ10z1LxMD8LlQzwP56kIMZqc1uV6FtR6Stdw4GmY9vLx2qI9AXaxlg_Esmeo.ri4XMh2cK3ShMjcm8_erxw8r5J9yUglgZs95PdG8GaA&dib_tag=se&qid=1748434472&s=software&sr=1-21&srs=16225008011&xpid=EqFDzypNPiQe_,https://m.media-amazon.com/images/I/715vGJTd+lL._AC_UY218_.jpg,4.1 out of 5 stars,"1,646",$14.99,Delivery Jun 30 - Jul 16
B0C7SPYJ11,FL Studio 21 Producer Edition and Waves Musicians 2 Bundle,https://www.amazon.com/Studio-Producer-Waves-Musicians-Bundle/dp/B0C7SPYJ11/ref=sr_1_22?dib=eyJ2IjoiMSJ9.dJYZ04cV9_v-bJzaM46ADUjwvLKl5EtjPwslNQtaUMDUB9T9HgpMLOJLoDL6HdMWhnSN5QU2J97pZxMP_By7oEpn0-RMrJRMOi3hCqnsfdcetPjp-WjIC3j0PanzFwgZmeHQPYlm52NOtZBk6BppPDoooWBnnv-pvRf7gAC6Z5TfZybQ10z1LxMD8LlQzwP56kIMZqc1uV6FtR6Stdw4GmY9vLx2qI9AXaxlg_Esmeo.ri4XMh2cK3ShMjcm8_erxw8r5J9yUglgZs95PdG8GaA&dib_tag=se&qid=1748434472&s=software&sr=1-22&srs=16225008011&xpid=EqFDzypNPiQe_,https://m.media-amazon.com/images/I/71-aGxaeKtL._AC_UY218_.jpg,4.6 out of 5 stars,55,$195.00,N/A
B0CH442XW8,"Video Editing Software Pack | Editor, YouTube Downloader, MP3 MP4 Converter, Green Screen App | 10K Transitions for Premiere Pro and Sound Effects | Windows and Mac 64GB USB",https://www.amazon.com/Software-Downloader-Converter-Transitions-Premiere/dp/B0CH442XW8/ref=sr_1_23?dib=eyJ2IjoiMSJ9.dJYZ04cV9_v-bJzaM46ADUjwvLKl5EtjPwslNQtaUMDUB9T9HgpMLOJLoDL6HdMWhnSN5QU2J97pZxMP_By7oEpn0-RMrJRMOi3hCqnsfdcetPjp-WjIC3j0PanzFwgZmeHQPYlm52NOtZBk6BppPDoooWBnnv-pvRf7gAC6Z5TfZybQ10z1LxMD8LlQzwP56kIMZqc1uV6FtR6Stdw4GmY9vLx2qI9AXaxlg_Esmeo.ri4XMh2cK3ShMjcm8_erxw8r5J9yUglgZs95PdG8GaA&dib_tag=se&qid=1748434472&s=software&sr=1-23&srs=16225008011&xpid=EqFDzypNPiQe_,https://m.media-amazon.com/images/I/8167JbjZ1IL._AC_UY218_.jpg,3.9 out of 5 stars,211,$24.95,N/A
B06W9JQ1S1,Office Suite 2025 on CD DVD Disc | Compatible with Microsoft Office 2024 2021 365 2019 2016 2013 2010 2007 Word Excel PowerPoint | Powered by Apache OpenOffice for Windows 11 10 8 7 Vista XP PC & Mac,https://www.amazon.com/Microsoft-Compatible-Software-Powered-OpenOfficeTM/dp/B06W9JQ1S1/ref=sr_1_24?dib=eyJ2IjoiMSJ9.dJYZ04cV9_v-bJzaM46ADUjwvLKl5EtjPwslNQtaUMDUB9T9HgpMLOJLoDL6HdMWhnSN5QU2J97pZxMP_By7oEpn0-RMrJRMOi3hCqnsfdcetPjp-WjIC3j0PanzFwgZmeHQPYlm52NOtZBk6BppPDoooWBnnv-pvRf7gAC6Z5TfZybQ10z1LxMD8LlQzwP56kIMZqc1uV6FtR6Stdw4GmY9vLx2qI9AXaxlg_Esmeo.ri4XMh2cK3ShMjcm8_erxw8r5J9yUglgZs95PdG8GaA&dib_tag=se&qid=1748434472&s=software&sr=1-24&srs=16225008011&xpid=EqFDzypNPiQe_,https://m.media-amazon.com/images/I/71gNKoc3EQL._AC_UY218_.jpg,3.9 out of 5 stars,"2,443",$19.99,N/A
B08NGVKKQB,Office Suite 2025 on USB | MS Office Alternative Compatible with Office 2024 2021 Word Excel PowerPoint Files | Lifetime License & Free Updates | Powered by Apache OpenOffice for Windows 11 10 PC Mac,https://www.amazon.com/Software-Compatible-Microsoft-Powered-OpenOffice/dp/B08NGVKKQB/ref=sr_1_25?dib=eyJ2IjoiMSJ9.dJYZ04cV9_v-bJzaM46ADUjwvLKl5EtjPwslNQtaUMDUB9T9HgpMLOJLoDL6HdMWhnSN5QU2J97pZxMP_By7oEpn0-RMrJRMOi3hCqnsfdcetPjp-WjIC3j0PanzFwgZmeHQPYlm52NOtZBk6BppPDoooWBnnv-pvRf7gAC6Z5TfZybQ10z1LxMD8LlQzwP56kIMZqc1uV6FtR6Stdw4GmY9vLx2qI9AXaxlg_Esmeo.ri4XMh2cK3ShMjcm8_erxw8r5J9yUglgZs95PdG8GaA&dib_tag=se&qid=1748434472&s=software&sr=1-25&srs=16225008011&xpid=EqFDzypNPiQe_,https://m.media-amazon.com/images/I/61bMRWNRPeL._AC_UY218_.jpg,3.8 out of 5 stars,226,$19.99,N/A
B07ZLGQYPQ,"Ralix Windows Emergency Boot Disk - For Windows 98, 2000, XP, Vista, 7, 10 PC Repair DVD All in One Tool (Latest Version)",https://www.amazon.com/Ralix-Windows-Emergency-Boot-Disk/dp/B07ZLGQYPQ/ref=sr_1_26?dib=eyJ2IjoiMSJ9.dJYZ04cV9_v-bJzaM46ADUjwvLKl5EtjPwslNQtaUMDUB9T9HgpMLOJLoDL6HdMWhnSN5QU2J97pZxMP_By7oEpn0-RMrJRMOi3hCqnsfdcetPjp-WjIC3j0PanzFwgZmeHQPYlm52NOtZBk6BppPDoooWBnnv-pvRf7gAC6Z5TfZybQ10z1LxMD8LlQzwP56kIMZqc1uV6FtR6Stdw4GmY9vLx2qI9AXaxlg_Esmeo.ri4XMh2cK3ShMjcm8_erxw8r5J9yUglgZs95PdG8GaA&dib_tag=se&qid=1748434472&s=software&sr=1-26&srs=16225008011&xpid=EqFDzypNPiQe_,https://m.media-amazon.com/images/I/810-f3AMQCL._AC_UY218_.jpg,3.4 out of 5 stars,"2,439",$11.99,N/A
